centroid	uniref90	B32_SW	129_VTPPs	CC57c	B91_TPP	ATCC51146	129_MSG	CSUNSWCD	B91_SC	CAM	129_VTPP	B91_SCBr
PROKKA_B91_SCBr_02082 	No_Uniref	0	0	0	1	0	0	0	1	1	0	1
PROKKA_129_MSG_00888 	UniRef90_C6RGY3|1296	1	1	0	0	1	1	1	0	1	1	0
PROKKA_129_MSG_00646 	UniRef90_M5IT29|570	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_02188 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CAM_02189 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CC57c_01178 	UniRef90_B9CYD5|1536	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B32_SW_00914 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_CC57c_01174 	UniRef90_B9CYD1|891	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_02183 	UniRef90_C8PKY6|2193	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CAM_02062 	UniRef90_M3IHC6|1218	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CAM_02186 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CC57c_01171 	UniRef90_C6REJ6|2694	1	1	1	1	1	1	1	1	0	1	1
PROKKA_129_MSG_00648 	UniRef90_B9CZA6|129	1	1	0	0	0	1	1	0	0	1	0
PROKKA_129_MSG_00649 	UniRef90_M5ISA1|705	0	1	0	0	0	1	1	0	0	1	0
PROKKA_B91_SCBr_00766 	UniRef90_B9D2C0|927	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CC57c_01284 	UniRef90_B9CZJ8|687	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CC57c_01285 	UniRef90_B9CZJ7|795	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B91_SCBr_01368 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_CC57c_01283 	UniRef90_B9CZJ9|1104	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B91_SCBr_00761 	UniRef90_C6RDL6|1380	0	0	1	1	1	0	0	1	1	0	1
PROKKA_B91_SCBr_00137 	UniRef90_M5IS88|396	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_01364 	UniRef90_M3GWC2|348	0	0	1	1	0	0	0	1	0	0	1
PROKKA_CAM_00677 	UniRef90_B9CZL6|756	0	1	0	0	0	1	0	0	1	1	0
PROKKA_CAM_00674 	UniRef90_M3JCP8|1284	0	0	1	0	0	0	0	0	1	0	0
PROKKA_CSUNSWCD_01076 	UniRef90_M5IK00|897	1	1	0	0	0	1	1	0	0	1	0
PROKKA_B91_SCBr_01360 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_CAM_00673 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_B91_SCBr_00769 	No_Uniref	0	0	0	1	0	0	0	1	1	0	1
PROKKA_B91_SCBr_00768 	UniRef90_B9D2C2|2037	0	1	0	1	1	1	1	1	1	1	1
PROKKA_CAM_02160 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CAM_02161 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CAM_02162 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CAM_02163 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CAM_02164 	No_Uniref	0	1	0	0	0	1	0	0	1	1	0
PROKKA_CAM_02165 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CAM_02166 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CSUNSWCD_01854 	UniRef90_M5ISX7|468	0	1	0	0	0	1	1	0	0	1	0
PROKKA_CAM_02168 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CAM_02169 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_B91_SCBr_00189 	UniRef90_C6RIT7|117	0	0	0	1	1	0	0	0	0	0	1
PROKKA_129_MSG_00088 	UniRef90_M5IRD6|741	0	1	0	0	0	1	0	0	0	1	0
PROKKA_129_MSG_00089 	UniRef90_M3I4U0|1224	0	1	0	0	0	1	0	0	0	1	0
PROKKA_CAM_02298 	UniRef90_C9R5X9|138	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CAM_02299 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_129_MSG_00084 	UniRef90_C6RF19|657	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_02297 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CAM_02294 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_B91_SCBr_00131 	UniRef90_C6RFQ0|357	1	1	0	1	1	1	1	1	0	1	1
PROKKA_129_MSG_00080 	UniRef90_M5IGW7|933	1	1	0	0	0	1	1	0	0	1	0
PROKKA_CAM_02293 	UniRef90_G3ZBI7|483	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CAM_02290 	UniRef90_U2FQA8|1689	0	0	0	0	0	0	0	0	1	0	0
PROKKA_B32_SW_01580 	UniRef90_M5IQ92|1806	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CSUNSWCD_01981 	UniRef90_C6RIT2|507	0	0	0	0	0	0	1	0	0	0	0
PROKKA_B91_SCBr_00564 	UniRef90_B9D0B3|1497	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B91_SCBr_00567 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B32_SW_00259 	UniRef90_M3H1B6|795	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B91_SCBr_00561 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_00560 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_CC57c_01770 	UniRef90_M3JB59|426	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CSUNSWCD_01986 	UniRef90_M3IKP3|1341	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B32_SW_02205 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_CAM_01151 	UniRef90_M5INR3|582	1	0	0	1	0	0	1	1	1	0	1
PROKKA_B91_SCBr_00569 	UniRef90_B9D021|1272	1	1	1	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_01924 	UniRef90_M3IN98|1071	0	0	1	1	1	0	0	1	0	0	1
PROKKA_ATCC51146_01925 	UniRef90_B9CXR8|807	1	1	1	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_01926 	UniRef90_C6RDN6|981	0	0	0	0	1	0	0	0	0	0	0
PROKKA_ATCC51146_01927 	UniRef90_C6RDN7|624	0	0	0	0	1	0	0	0	0	0	0
PROKKA_CC57c_00733 	UniRef90_C6RJ78|1410	0	0	1	0	0	0	0	0	0	0	0
PROKKA_ATCC51146_00880 	No_Uniref	0	0	0	0	1	0	0	0	0	0	0
PROKKA_ATCC51146_01923 	UniRef90_M3JG48|453	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CC57c_00962 	UniRef90_M5IQR4|225	0	0	1	0	1	0	0	0	0	0	0
PROKKA_ATCC51146_00726 	UniRef90_C6RCP6|240	1	1	1	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_01928 	No_Uniref	0	0	0	0	1	0	0	0	0	0	0
PROKKA_CSUNSWCD_01214 	UniRef90_M3ILF9|117	1	1	0	1	0	1	1	1	0	1	1
PROKKA_CAM_00584 	UniRef90_C6RH07|345	0	0	0	0	1	0	0	0	1	0	0
PROKKA_B32_SW_02130 	UniRef90_C6RIY4|258	1	1	0	0	1	1	1	0	1	1	0
PROKKA_B32_SW_02132 	UniRef90_B9D000|1251	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CSUNSWCD_00616 	UniRef90_M5IP75|678	0	0	0	0	0	0	1	0	1	0	0
PROKKA_129_MSG_00136 	UniRef90_C6RGM0|756	0	1	0	0	1	1	0	0	1	1	0
PROKKA_B32_SW_02136 	UniRef90_M3JEF9|939	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CC57c_01916 	UniRef90_M5IEK2|579	0	0	1	0	0	0	1	0	0	0	0
PROKKA_CC57c_01917 	UniRef90_M3JAM2|195	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CAM_01857 	UniRef90_M3JAD4|1251	0	0	1	1	0	0	0	1	1	0	1
PROKKA_CC57c_01915 	UniRef90_M3GWB7|954	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CAM_01853 	UniRef90_B9D1Z9|561	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CC57c_01517 	UniRef90_M5IQU8|534	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CAM_02362 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_B32_SW_01935 	UniRef90_M5IEB7|1317	1	0	0	0	0	0	1	0	0	0	0
PROKKA_CC57c_01356 	UniRef90_B9CZA2|1584	1	1	1	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_00898 	UniRef90_B9D2Q0|738	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CC57c_01350 	UniRef90_M3GXZ8|825	0	0	1	0	1	0	0	0	1	0	0
PROKKA_CC57c_01351 	UniRef90_B9CZA6|129	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CAM_02364 	UniRef90_J0GKH7|135	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CAM_02365 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CC57c_01602 	UniRef90_M3IJ99|771	0	0	1	1	0	0	0	1	0	0	1
PROKKA_CC57c_01603 	UniRef90_C6RI86|819	0	1	1	1	1	1	0	1	1	1	1
PROKKA_CC57c_01600 	UniRef90_C6RI89|507	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_02369 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CC57c_01606 	UniRef90_C6RI83|2070	0	1	1	1	1	1	0	1	1	1	1
PROKKA_CAM_01611 	UniRef90_B9D2P7|3018	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CC57c_02153 	UniRef90_M3IHF0|165	0	0	1	1	0	0	0	1	0	0	1
PROKKA_CC57c_02151 	UniRef90_B9D350|642	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_00990 	UniRef90_B9D247|954	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CC57c_02156 	UniRef90_C6RH30|2454	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CC57c_02155 	UniRef90_C6RF22|804	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CC57c_02154 	UniRef90_B9D2F8|1512	0	0	1	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_01562 	UniRef90_C6RFN5|771	1	0	0	1	1	0	1	1	1	0	1
PROKKA_CSUNSWCD_01180 	UniRef90_A7ZFY6|354	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CC57c_01591 	UniRef90_C6RIA3|633	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B91_SCBr_01565 	UniRef90_B9D4D3|1095	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B32_SW_02004 	UniRef90_M5IEI7|903	1	0	1	0	0	0	1	0	0	0	0
PROKKA_B32_SW_02006 	UniRef90_A7ZBN0|1227	1	1	1	1	1	1	1	1	0	1	1
PROKKA_CSUNSWCD_01320 	UniRef90_C6RFI5|942	0	0	0	0	0	0	1	0	0	0	0
PROKKA_CSUNSWCD_01322 	UniRef90_C6RFI3|1023	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CSUNSWCD_00107 	UniRef90_M3H0P6|90	1	1	0	0	0	1	1	0	0	1	0
PROKKA_CAM_02125 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_B32_SW_02008 	UniRef90_M5IPT0|489	1	0	0	0	0	0	1	0	0	0	0
PROKKA_129_MSG_00053 	UniRef90_B9D2W0|663	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CC57c_01821 	No_Uniref	0	0	1	0	0	0	0	0	0	0	0
PROKKA_B32_SW_01849 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_ATCC51146_01895 	UniRef90_C6RCL6|345	0	0	0	0	1	0	0	0	0	0	0
PROKKA_B32_SW_00510 	UniRef90_M3I3X5|672	1	1	1	1	0	1	1	1	0	1	1
PROKKA_B32_SW_01846 	UniRef90_U2GNU2|255	1	0	0	0	0	0	1	0	0	0	0
PROKKA_B32_SW_01847 	UniRef90_U2FZ00|171	1	0	0	0	0	0	1	0	0	0	0
PROKKA_B32_SW_01840 	UniRef90_M5IQF4|1299	1	1	0	0	0	1	0	0	0	1	0
PROKKA_B32_SW_01841 	UniRef90_C6RHQ7|2841	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B32_SW_00517 	UniRef90_B9D4V6|1164	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CSUNSWCD_00923 	UniRef90_M3J939|513	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_00050 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_CSUNSWCD_00585 	UniRef90_M3HZL3|564	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_00355 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CSUNSWCD_00588 	UniRef90_C6RHV9|1725	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_00637 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_129_MSG_00131 	UniRef90_B9D418|351	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_00457 	UniRef90_B9D5Q8|435	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_00455 	UniRef90_C6RDX9|1653	0	0	0	0	1	0	0	0	1	0	0
PROKKA_CAM_00452 	UniRef90_B9CY25|156	0	0	1	1	1	0	0	1	1	0	1
PROKKA_129_MSG_00055 	UniRef90_B9D2V8|714	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B91_SC_00990 	UniRef90_M3JDC0|768	0	0	1	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_01411 	No_Uniref	0	0	0	1	0	0	0	1	1	0	1
PROKKA_CAM_01986 	UniRef90_C6RFQ0|357	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CAM_01981 	UniRef90_C6RFQ5|1923	0	0	0	0	1	0	0	0	1	0	0
PROKKA_B91_SCBr_01419 	UniRef90_C6RF63|420	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B32_SW_01440 	UniRef90_M5IRP8|756	1	1	1	1	0	1	1	1	1	1	1
PROKKA_129_MSG_00754 	UniRef90_M5IS53|180	1	1	0	0	0	1	1	0	0	1	0
PROKKA_CSUNSWCD_00041 	UniRef90_M5IN65|198	0	0	0	0	0	0	1	0	0	0	0
PROKKA_B32_SW_01113 	UniRef90_M5IS71|222	1	0	0	0	0	0	0	0	0	0	0
PROKKA_B32_SW_01111 	UniRef90_C6RFL2|1071	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B32_SW_01448 	UniRef90_M3I448|609	1	1	0	0	0	1	1	0	1	1	0
PROKKA_B32_SW_01118 	UniRef90_M3JCV2|495	1	1	1	0	1	1	1	0	1	1	0
PROKKA_B32_SW_01119 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_CSUNSWCD_01121 	No_Uniref	0	1	0	0	0	1	1	0	0	1	0
PROKKA_CAM_01994 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_ATCC51146_00137 	UniRef90_B9D2K8|510	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_00468 	UniRef90_A8FP18|828	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B32_SW_01596 	UniRef90_C6REV2|3081	1	1	0	1	1	1	1	1	0	1	1
PROKKA_B32_SW_01597 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_B32_SW_01594 	UniRef90_M5IP38|153	1	1	0	0	0	1	1	0	0	1	0
PROKKA_ATCC51146_01411 	UniRef90_C6RI64|1029	0	0	0	0	1	0	0	0	0	0	0
PROKKA_ATCC51146_02011 	UniRef90_C6RIW4|1764	0	0	1	0	1	0	0	0	1	0	0
PROKKA_ATCC51146_02010 	UniRef90_A7ZDW6|939	0	0	1	0	1	0	0	0	1	0	0
PROKKA_B32_SW_01598 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_ATCC51146_02012 	UniRef90_C6RIW5|165	0	0	0	0	1	0	0	0	0	0	0
PROKKA_B32_SW_00865 	UniRef90_B9D423|1119	1	1	0	0	1	1	1	0	1	1	0
PROKKA_ATCC51146_01252 	UniRef90_B9D2T6|378	0	0	0	0	1	0	0	0	0	0	0
PROKKA_B91_SC_00757 	UniRef90_M3I4D9|207	0	0	1	1	0	0	0	1	0	0	1
PROKKA_CAM_02407 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CSUNSWCD_01521 	UniRef90_B9D5S9|291	1	1	1	0	0	1	1	0	1	1	0
PROKKA_CSUNSWCD_00039 	UniRef90_M5ICU1|318	0	0	0	0	0	0	1	0	0	0	0
PROKKA_129_MSG_00172 	UniRef90_M3JCG8|375	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CSUNSWCD_01526 	No_Uniref	1	0	0	0	0	0	1	0	0	0	0
PROKKA_CSUNSWCD_01525 	UniRef90_M5IRG6|591	0	0	0	0	0	0	1	0	0	0	0
PROKKA_CAM_02406 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CSUNSWCD_00032 	UniRef90_M5INM8|450	0	0	0	0	0	0	1	0	0	0	0
PROKKA_CSUNSWCD_00033 	UniRef90_M5ICT7|684	0	0	0	0	0	0	1	0	0	0	0
PROKKA_CSUNSWCD_00030 	UniRef90_M5IN58|222	0	0	0	0	0	0	1	0	0	0	0
PROKKA_CSUNSWCD_01528 	UniRef90_C6RES1|3480	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CSUNSWCD_00036 	UniRef90_M5IH31|774	0	0	0	0	0	0	1	0	0	0	0
PROKKA_129_MSG_00617 	UniRef90_B9D4P3|1098	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CSUNSWCD_00034 	UniRef90_M5IPQ3|1020	0	0	0	0	0	0	1	0	0	0	0
PROKKA_CSUNSWCD_00035 	UniRef90_M5IN62|369	0	0	0	0	0	0	1	0	0	0	0
PROKKA_ATCC51146_01280 	UniRef90_C6RD52|645	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_02404 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CAM_00063 	No_Uniref	0	0	1	0	0	0	0	0	1	0	0
PROKKA_B32_SW_00885 	UniRef90_B9D478|1320	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_00060 	No_Uniref	0	0	0	1	0	0	0	1	1	0	1
PROKKA_CC57c_00960 	UniRef90_M3IKV8|930	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CC57c_00961 	UniRef90_M3JDF0|1116	0	0	1	1	0	0	0	1	0	0	1
PROKKA_129_MSG_01904 	UniRef90_C6RFG0|660	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B32_SW_00888 	UniRef90_B9D481|1221	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_00069 	UniRef90_M3GYU8|567	0	0	1	1	1	0	0	1	1	0	1
PROKKA_129_MSG_01901 	UniRef90_C6RFG5|2136	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_01686 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_B32_SW_00647 	UniRef90_M5IEK9|1038	1	0	0	0	0	0	1	0	0	0	0
PROKKA_B91_SCBr_02044 	UniRef90_A7ZCX7|1938	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B91_SCBr_02046 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_129_MSG_00612 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_B91_SCBr_02040 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_CAM_01783 	UniRef90_C6RCN3|414	0	1	0	1	1	1	0	1	1	1	1
PROKKA_B91_SCBr_02042 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_02043 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B91_SCBr_00239 	UniRef90_B9D391|468	0	0	0	1	0	0	0	1	0	0	1
PROKKA_CC57c_01903 	No_Uniref	0	0	1	0	0	0	0	0	0	0	0
PROKKA_ATCC51146_01110 	UniRef90_C6RGI4|639	0	1	0	1	1	1	0	1	0	1	1
PROKKA_ATCC51146_01113 	UniRef90_B9D1W6|888	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B32_SW_01209 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_ATCC51146_01114 	UniRef90_C6RGH7|174	0	0	0	0	1	0	0	0	0	0	0
PROKKA_CSUNSWCD_00321 	No_Uniref	0	0	0	0	0	0	1	0	0	0	0
PROKKA_B32_SW_01203 	No_Uniref	1	1	0	0	0	1	0	0	0	1	0
PROKKA_CC57c_00412 	UniRef90_M3IMA3|924	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CC57c_00413 	No_Uniref	0	0	1	0	0	0	0	0	0	0	0
PROKKA_B32_SW_01206 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_B91_SC_01908 	No_Uniref	0	0	0	1	0	0	0	1	0	0	1
PROKKA_B32_SW_01204 	No_Uniref	1	1	0	0	0	1	0	0	0	1	0
PROKKA_B32_SW_01205 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_ATCC51146_00794 	UniRef90_M3GZ22|444	0	0	1	0	1	0	0	0	0	0	0
PROKKA_CAM_00946 	UniRef90_B9D5B7|1305	0	0	0	0	0	0	0	0	1	0	0
PROKKA_B32_SW_00088 	No_Uniref	1	0	0	0	0	0	0	0	0	0	0
PROKKA_CC57c_01359 	UniRef90_M3JAD0|1563	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CAM_00998 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_ATCC51146_01738 	UniRef90_C6RHI8|672	0	0	0	1	1	0	0	1	1	0	1
PROKKA_CC57c_00071 	UniRef90_M3I4S5|186	0	0	1	0	0	0	0	0	0	0	0
PROKKA_ATCC51146_00659 	UniRef90_B9D1Y7|285	1	1	1	1	1	1	1	1	0	1	1
PROKKA_ATCC51146_01732 	UniRef90_M5ISX8|999	0	0	1	0	1	0	0	0	0	0	0
PROKKA_ATCC51146_01737 	UniRef90_C6RHI9|468	1	0	1	0	1	0	0	0	0	0	0
PROKKA_CAM_00947 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_CC57c_00568 	UniRef90_M3H096|333	0	0	1	0	0	0	0	0	0	0	0
PROKKA_ATCC51146_01319 	UniRef90_C6RD11|300	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CC57c_00564 	UniRef90_M5IF06|921	1	1	1	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_01604 	UniRef90_B9CZA6|129	0	0	0	0	1	0	0	0	0	0	0
PROKKA_ATCC51146_01607 	UniRef90_M3I114|372	0	0	1	0	1	0	0	0	1	0	0
PROKKA_ATCC51146_01251 	UniRef90_B9D2T5|531	0	0	0	0	1	0	0	0	0	0	0
PROKKA_CC57c_00561 	UniRef90_M3ILY3|336	1	1	1	0	0	1	1	0	0	1	0
PROKKA_ATCC51146_01602 	UniRef90_C6RIU6|324	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B32_SW_00245 	UniRef90_C6RHM4|1344	1	1	1	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_01317 	UniRef90_B9D3L5|435	1	1	1	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_00730 	UniRef90_M3JEK6|330	0	0	0	0	1	0	0	0	0	0	0
PROKKA_B32_SW_00246 	UniRef90_C6RHM5|210	1	1	1	1	1	1	1	1	1	1	1
PROKKA_ATCC51146_00736 	UniRef90_M5IIH3|300	1	0	0	0	1	0	1	0	0	0	0
PROKKA_ATCC51146_00881 	No_Uniref	0	0	0	0	1	0	0	0	0	0	0
PROKKA_B32_SW_00243 	UniRef90_C6RHM2|954	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B32_SW_00242 	UniRef90_M5IRN2|360	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CC57c_00520 	UniRef90_M3JER5|261	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CAM_00111 	UniRef90_B9CYP7|1161	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CC57c_00643 	UniRef90_C6RIY4|258	0	0	1	1	0	0	0	1	0	0	1
PROKKA_ATCC51146_00888 	UniRef90_M5IS84|981	0	0	0	0	1	0	0	0	0	0	0
PROKKA_CAM_01287 	UniRef90_M3GYP2|336	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_00114 	UniRef90_M3IKC8|678	1	1	1	1	1	1	1	1	1	1	1
PROKKA_CAM_00320 	No_Uniref	0	0	0	0	0	0	0	0	1	0	0
PROKKA_B91_SCBr_01355 	UniRef90_C6RFB9|312	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B91_SCBr_00845 	UniRef90_B9D5H7|195	0	0	0	1	0	0	0	1	0	0	1
PROKKA_129_MSG_00870 	UniRef90_A7ZFS7|558	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_00874 	UniRef90_M3JA27|222	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B32_SW_02073 	UniRef90_M5IFR4|663	1	1	0	0	0	1	1	0	1	1	0
PROKKA_CC57c_00347 	UniRef90_M3JDD7|327	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CC57c_00341 	UniRef90_C6RF97|489	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B91_SCBr_00224 	UniRef90_B9D4R6|522	0	0	0	1	0	0	0	1	0	0	1
PROKKA_CC57c_00521 	UniRef90_M3JCW3|435	0	0	1	0	0	0	0	0	0	0	0
PROKKA_ATCC51146_00652 	UniRef90_B9D1Z6|474	1	1	0	0	1	1	1	0	1	1	0
PROKKA_ATCC51146_01428 	UniRef90_M3IJ99|771	0	0	0	0	1	0	0	0	0	0	0
PROKKA_B91_SCBr_01350 	UniRef90_M5IR78|411	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_02019 	UniRef90_B9CYJ6|720	0	1	0	0	0	1	0	0	0	1	0
PROKKA_CC57c_00987 	UniRef90_M3I263|1533	0	0	1	0	0	0	0	0	0	0	0
PROKKA_CSUNSWCD_01906 	UniRef90_M5ILV9|216	0	0	0	0	0	0	1	0	0	0	0
PROKKA_129_MSG_01691 	UniRef90_B9D0W2|1338	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_02014 	UniRef90_M5IJH6|2652	1	1	1	1	1	1	1	1	1	1	1
PROKKA_129_MSG_02016 	No_Uniref	0	1	0	0	0	1	0	0	0	1	0
PROKKA_B91_SCBr_01845 	UniRef90_B9CXX7|279	0	0	0	1	0	0	0	1	0	0	1
PROKKA_129_MSG_02013 	UniRef90_M5IPM9|111	1	1	0	0	0	1	0	0	0	1	0
PROKKA_ATCC51146_00641 	UniRef90_B9D208|564	1	1	1	1	1	1	1	1	1	1	1
PROKKA_B32_SW_02265 	UniRef90_U2F565|561	1	1	1	0	0	1	1	0	1	1	0
PROKKA_B91_SCBr_00916 	No_Uniref	0	0	1	1	0	0	0	1	1	0	1
